OBJECTID,PARK_NO,PARK,the_geom,FACILITY_N,FACILITY_T,X_COORD,Y_COORD,GISOBJID
9974,100,LINCOLN (ABRAHAM),POINT (-87.64544983168163 41.95863187520872),GARDEN,OUTDOOR,-87.64544983,41.95863188,5759
9975,100,LINCOLN (ABRAHAM),POINT (-87.63616803742985 41.92412681212711),GARDEN,OUTDOOR,-87.63616804,41.92412681,5760
10614,245,WEST LAWN,POINT (-87.72905236289004 41.772743316482035),ARTIFICIAL TURF FIELD,OUTDOOR,-87.72905236,41.77274332,5762
10934,553,LA VILLITA,POINT (-87.70167766262651 41.841170222570454),PLAYGROUND,OUTDOOR,-87.70167766,41.84117022,5771
10935,553,LA VILLITA,POINT (-87.70165000664363 41.840989247304826),SPRAY FEATURE,OUTDOOR,-87.70165001,41.84098925,5772
10936,553,LA VILLITA,POINT (-87.70212771067159 41.841155248876376),SKATE PARK,OUTDOOR,-87.70212771,41.84115525,5773
10937,553,LA VILLITA,POINT (-87.70214728063029 41.84193225215583),BASKETBALL COURT,OUTDOOR,-87.70214728,41.84193225,5774
10938,553,LA VILLITA,POINT (-87.70212616713717 41.841552546795505),BASKETBALL COURT,OUTDOOR,-87.70212617,41.84155255,5775
10939,553,LA VILLITA,POINT (-87.70145183328584 41.83999884767863),ARTIFICIAL TURF FIELD,OUTDOOR,-87.70145183,41.83999885,5776
10940,553,LA VILLITA,POINT (-87.7007247119431 41.84001771761837),ARTIFICIAL TURF FIELD,OUTDOOR,-87.70072471,41.84001772,5777
10941,553,LA VILLITA,POINT (-87.7021575435061 41.8420377707886),BASKETBALL BACKBOARD,OUTDOOR,-87.70215754,41.84203777,5778
10942,553,LA VILLITA,POINT (-87.70226673056804 41.841976007266595),BASKETBALL BACKBOARD,OUTDOOR,-87.70226673,41.84197601,5779
10943,553,LA VILLITA,POINT (-87.70205209631031 41.84198153897914),BASKETBALL BACKBOARD,OUTDOOR,-87.7020521,41.84198154,5780
10944,553,LA VILLITA,POINT (-87.70214521122024 41.84181460674546),BASKETBALL BACKBOARD,OUTDOOR,-87.70214521,41.84181461,5781
10945,553,LA VILLITA,POINT (-87.70226034347482 41.84185564519565),BASKETBALL BACKBOARD,OUTDOOR,-87.70226034,41.84185565,5782
10946,553,LA VILLITA,POINT (-87.70204229146877 41.84185871636879),BASKETBALL BACKBOARD,OUTDOOR,-87.70204229,41.84185872,5783
10947,553,LA VILLITA,POINT (-87.70213464853427 41.841661682247796),BASKETBALL BACKBOARD,OUTDOOR,-87.70213465,41.84166168,5784
10948,553,LA VILLITA,POINT (-87.70226389988127 41.84159712626394),BASKETBALL BACKBOARD,OUTDOOR,-87.7022639,41.84159713,5785
10949,553,LA VILLITA,POINT (-87.70202591031382 41.84160800642003),BASKETBALL BACKBOARD,OUTDOOR,-87.70202591,41.84160801,5786
10950,553,LA VILLITA,POINT (-87.70226080325197 41.84147420907011),BASKETBALL BACKBOARD,OUTDOOR,-87.7022608,41.84147421,5787
10951,553,LA VILLITA,POINT (-87.70202579081506 41.841469990544894),BASKETBALL BACKBOARD,OUTDOOR,-87.70202579,41.84146999,5788
10952,553,LA VILLITA,POINT (-87.70213807894879 41.841398145881406),BASKETBALL BACKBOARD,OUTDOOR,-87.70213808,41.84139815,5789
11254,502,CANAL ORIGINS,POINT (-87.6648844793309 41.84250464035009),CASTING PIER,OUTDOOR,-87.66488448,41.84250464,5790
11255,481,TOM (PING) MEML.,POINT (-87.63453750793758 41.85817739865744),BOAT LAUNCH NON-MOTORIZED,OUTDOOR,-87.63453751,41.8581774,5791
11574,24,GRANT (ULYSSES),POINT (-87.61271967250171 41.88594878860229),HARBOR,OUTDOOR,-87.61271967,41.88594879,5793
11894,213,STANTON (EDWIN),POINT (-87.64428727739514 41.905556563465275),POOL (INDOOR),INDOOR,-87.64428728,41.90555656,5748
12214,11,CALUMET,POINT (-87.52506471045959 41.7214868803681),BOAT LAUNCH MOTORIZED,OUTDOOR,-87.52506471,41.72148688,5806
12215,11,CALUMET,POINT (-87.52545826259217 41.72084430147559),BOAT LAUNCH MOTORIZED,OUTDOOR,-87.52545826,41.7208443,5807
12534,166,POTTAWATTOMIE,POINT (-87.67867489198407 42.015286897203566),ARTIFICIAL TURF FIELD,OUTDOOR,-87.67867489,42.0152869,5814
12535,288,GOLDEN GATE,POINT (-87.61195438622678 41.65813194768815),FITNESS COURSE,OUTDOOR,-87.61195439,41.65813195,5815
12536,254,BEVERLY,POINT (-87.68405519290283 41.70685530120119),SPORT ROLLER COURT,OUTDOOR,-87.68405519,41.7068553,5816
12854,561,ANDERSON (FRED),POINT (-87.62522846051579 41.85958287479299),DOG FRIENDLY AREA,OUTDOOR,-87.62522846,41.85958288,5820
12855,21,WASHINGTON (GEORGE),POINT (-87.60668812419098 41.78675118980899),GARDEN,OUTDOOR,-87.60668812,41.78675119,5821
13174,100,LINCOLN (ABRAHAM),POINT (-87.64945306335171 41.97067226845354),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.64945306,41.97067227,5826
13175,100,LINCOLN (ABRAHAM),POINT (-87.64956116503907 41.97157755880009),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.64956117,41.97157756,5827
13176,100,LINCOLN (ABRAHAM),POINT (-87.64756958321934 41.97148422508363),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.64756958,41.97148423,5828
13177,100,LINCOLN (ABRAHAM),POINT (-87.64765821542535 41.97181202318971),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.64765822,41.97181202,5829
13178,100,LINCOLN (ABRAHAM),POINT (-87.6477357076008 41.97234459515625),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.64773571,41.9723446,5830
13179,165,INDIAN BOUNDARY,POINT (-87.69407317389991 42.01016543818677),NATURE CENTER,SPECIAL,-87.69407317,42.01016544,5832
13180,433,NEIGHBORS' GARDEN,POINT (-87.70206019475374 41.927650414757075),COMMUNITY GARDEN,OUTDOOR,-87.70206019,41.92765042,5833
13494,209,COLUMBUS (CHRISTOPHER),POINT (-87.76753805951061 41.87397305308425),BOWLING GREEN,SPECIAL,-87.76753806,41.87397305,5835
13814,24,GRANT (ULYSSES),POINT (-87.62260506614781 41.86862862381118),SKATE PARK,OUTDOOR,-87.62260507,41.86862862,5857
13815,27,BURNHAM (DANIEL),POINT (-87.61374041222297 41.85835123164131),SLED HILL,SPECIAL,-87.61374041,41.85835123,5858
14779,1268,MIDWAY PLAISANCE,POINT (-87.59898061815004 41.78615745939978),GARDEN,OUTDOOR,-87.59898062,41.78615746,5870
14780,19,JACKSON (ANDREW),POINT (-87.58432649885773 41.776384875878556),COMMUNITY GARDEN,OUTDOOR,-87.5843265,41.77638488,5871
14781,24,GRANT (ULYSSES),POINT (-87.62153129366477 41.87647757803145),COMMUNITY GARDEN,OUTDOOR,-87.62153129,41.87647758,5872
14782,24,GRANT (ULYSSES),POINT (-87.62148178600094 41.87486117549952),GARDEN,OUTDOOR,-87.62148179,41.87486118,5873
14783,24,GRANT (ULYSSES),POINT (-87.61892662661029 41.873868473001345),GARDEN,OUTDOOR,-87.61892663,41.87386847,5874
14784,24,GRANT (ULYSSES),POINT (-87.61908229342819 41.877666492670784),GARDEN,OUTDOOR,-87.61908229,41.87766649,5875
14785,550,CHICAGO WOMEN'S PARK AND GARDENS,POINT (-87.6218175273412 41.856875534976915),COMMUNITY GARDEN,OUTDOOR,-87.62181753,41.85687554,5876
14786,520,HONOR??? (BERTHA PALMER),POINT (-87.67367086064442 41.89839621552771),COMMUNITY GARDEN,OUTDOOR,-87.67367086,41.89839622,5882
14787,1002,CLARENDON COMM. CTR.,POINT (-87.64960712856066 41.96414402287019),COMMUNITY GARDEN,OUTDOOR,-87.64960713,41.96414402,5883
15094,562,PARK NO. 562,POINT (-87.57767713442088 41.71484006271097),NATURE/BIRD SANCTUARY,SPECIAL,-87.57767713,41.71484006,5892
15095,19,JACKSON (ANDREW),POINT (-87.58026488694364 41.78466283040607),NATURE/BIRD SANCTUARY,SPECIAL,-87.58026489,41.78466283,5893
15096,19,JACKSON (ANDREW),POINT (-87.58241755335638 41.78367130337305),NATURE/BIRD SANCTUARY,SPECIAL,-87.58241755,41.7836713,5894
15097,10,MARQUETTE (JACQUES),POINT (-87.70190412651807 41.76823736366368),NATURE/BIRD SANCTUARY,SPECIAL,-87.70190413,41.76823736,5895
15098,533,NORTH PARK VILLAGE NATURE CENTER,POINT (-87.7250204489469 41.98915047717845),NATURE/BIRD SANCTUARY,SPECIAL,-87.72502045,41.98915048,5896
15099,34,NORTHERLY ISLAND,POINT (-87.6085755667695 41.85900808274025),NATURE/BIRD SANCTUARY,SPECIAL,-87.60857557,41.85900808,5897
15100,531,PALMISANO (HENRY),POINT (-87.64871301693557 41.84310021915605),NATURE/BIRD SANCTUARY,SPECIAL,-87.64871302,41.84310022,5898
15101,429,SOUTH SHORE CULTL. CTR.,POINT (-87.56043462825541 41.767977990554726),NATURE/BIRD SANCTUARY,SPECIAL,-87.56043463,41.76797799,5899
15110,486,WINNEMAC,POINT (-87.68183216488379 41.973793028386815),NATURE/BIRD SANCTUARY,SPECIAL,-87.68183216,41.97379303,5900
15111,100,LINCOLN (ABRAHAM),POINT (-87.64023802730932 41.94857429709775),NATURE/BIRD SANCTUARY,SPECIAL,-87.64023803,41.9485743,5901
15112,115,LOYOLA,POINT (-87.65640561559051 42.00665407674726),NATURE/BIRD SANCTUARY,SPECIAL,-87.65640562,42.00665408,5902
15113,564,PARK NO. 564,POINT (-87.57134937226901 41.69169260194854),WETLAND AREA,OUTDOOR,-87.57134937,41.6916926,5903
15114,563,HEGEWISCH MARSH,POINT (-87.56547828487504 41.65631811293647),WETLAND AREA,OUTDOOR,-87.56547828,41.65631811,5904
15115,576,PARK NO. 576,POINT (-87.5689875499869 41.64778362377769),WETLAND AREA,OUTDOOR,-87.56898755,41.64778362,5905
15116,8,OGDEN (WILLIAM),POINT (-87.65771868621881 41.77264212338127),GARDEN,OUTDOOR,-87.65771869,41.77264212,5907
15117,204,GARFIELD (JAMES),POINT (-87.71842321411332 41.88042246241582),GARDEN,OUTDOOR,-87.71842321,41.88042246,5908
15414,209,COLUMBUS (CHRISTOPHER),POINT (-87.76714583897493 41.87585726116783),NATURE/BIRD SANCTUARY,SPECIAL,-87.76714584,41.87585726,5911
15415,335,EDGEBROOK,POINT (-87.7611401274678 42.00002727346889),PLAYGROUND,OUTDOOR,-87.76114013,42.00002727,5912
15419,335,EDGEBROOK,POINT (-87.76187796181776 41.99977729156792),BASKETBALL BACKBOARD,OUTDOOR,-87.76187796,41.99977729,5915
15417,335,EDGEBROOK,POINT (-87.76179849317778 41.99974684940809),BASKETBALL COURT,OUTDOOR,-87.76179849,41.99974685,5913
15418,335,EDGEBROOK,POINT (-87.76172495478197 41.999711806355336),BASKETBALL BACKBOARD,OUTDOOR,-87.76172495,41.99971181,5914
15735,10,MARQUETTE (JACQUES),POINT (-87.70531703711143 41.76498381440365),COMMUNITY GARDEN,OUTDOOR,-87.70531704,41.76498382,5922
15736,258,DUNHAM (ROBERT),POINT (-87.78646970254252 41.966119472644145),TENNIS COURT,OUTDOOR,-87.7864697,41.96611947,5923
15737,258,DUNHAM (ROBERT),POINT (-87.78493992427556 41.96579362710832),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.78493992,41.96579363,5924
15738,141,NORWOOD,POINT (-87.79280510939601 41.98550418540847),BASKETBALL COURT,OUTDOOR,-87.79280511,41.98550419,5925
15739,141,NORWOOD,POINT (-87.79287805957922 41.98549002100298),BASKETBALL BACKBOARD,OUTDOOR,-87.79287806,41.98549002,5926
16054,553,LA VILLITA,POINT (-87.70220160245692 41.83965223402469),BASEBALL JR/SOFTBALL,OUTDOOR,-87.7022016,41.83965223,5938
16055,553,LA VILLITA,POINT (-87.70139166125163 41.83946907323795),BASEBALL SR,OUTDOOR,-87.70139166,41.83946907,5939
16056,553,LA VILLITA,POINT (-87.70242358473507 41.84010309461608),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.70242358,41.8401031,5940
16057,553,LA VILLITA,POINT (-87.70103624940113 41.83913126936773),FOOTBALL/SOCCER COMBO FLD,OUTDOOR,-87.70103625,41.83913127,5941
16058,553,LA VILLITA,POINT (-87.70075798026856 41.83841251255077),SLED HILL,SPECIAL,-87.70075798,41.83841251,5942
16059,553,LA VILLITA,POINT (-87.70178913107036 41.840000849556915),GAME TABLES,SPECIAL,-87.70178913,41.84000085,5943
16374,518,TRIANGLE,POINT (-87.67524371335328 42.022693710714144),FITNESS COURSE,OUTDOOR,-87.67524371,42.02269371,5946
16694,241,MATHER (STEPHEN TYNG),POINT (-87.70274236344719 41.9896302065641),SPRAY FEATURE,OUTDOOR,-87.70274236,41.98963021,5948
16695,1270,JONQUIL,POINT (-87.65491393752951 41.928497197179105),SPRAY FEATURE,OUTDOOR,-87.65491394,41.9284972,5950
16696,267,DUNBAR (PAUL LAURENCE),POINT (-87.6214337679441 41.838632729462596),SPRAY FEATURE,OUTDOOR,-87.62143377,41.83863273,5951
16697,249,WEST CHATHAM,POINT (-87.63128423067059 41.745104578805055),WATER PLAYGROUND,OUTDOOR,-87.63128423,41.74510458,5953
16698,373,"BLACKWELDER (I.S., GERTRUDE)",POINT (-87.67108683234959 41.68449782225446),SPRAY FEATURE,OUTDOOR,-87.67108683,41.68449782,5955
16710,511,WARD (A. MONTGOMERY),POINT (-87.64229525241443 41.89371455372313),SPRAY FEATURE,OUTDOOR,-87.64229525,41.89371455,5957
16711,271,TAYLOR (ROBERT ROCHON),POINT (-87.6279123884154 41.80841107957797),BASKETBALL BACKBOARD,OUTDOOR,-87.62791239,41.80841108,5958
16712,532,"WILLIAMS-DAVIS (HATTIE KAY, IZORA)",POINT (-87.59985156622605 41.820168964728545),SPRAY FEATURE,OUTDOOR,-87.59985157,41.82016897,5960
16713,532,"WILLIAMS-DAVIS (HATTIE KAY, IZORA)",POINT (-87.5997991647302 41.82058916419052),GAME TABLES,SPECIAL,-87.59979916,41.82058916,5961
16714,328,BEEHIVE,POINT (-87.59175280172971 41.78250050917303),SPRAY FEATURE,OUTDOOR,-87.5917528,41.78250051,5962
17023,1020,ANDERSON (LOUIS),POINT (-87.62067322398896 41.82632742788625),COMMUNITY GARDEN,OUTDOOR,-87.62067322,41.82632743,6004
17024,1026,CLARK (JOHN),POINT (-87.74104268107698 41.87664024980698),COMMUNITY GARDEN,OUTDOOR,-87.74104268,41.87664025,6005
17025,287,COOPER (JACK),POINT (-87.65541600689288 41.68087343087485),COMMUNITY GARDEN,OUTDOOR,-87.65541601,41.68087343,6006
17026,243,LINDBLOM (ROBERT),POINT (-87.67436408292782 41.78307637101425),COMMUNITY GARDEN,OUTDOOR,-87.67436408,41.78307637,6007
17027,17,MANN (JAMES),POINT (-87.55085897086967 41.657075910928576),COMMUNITY GARDEN,OUTDOOR,-87.55085897,41.65707591,6008
17028,307,MINUTEMAN,POINT (-87.76237188080974 41.78528914990258),COMMUNITY GARDEN,OUTDOOR,-87.76237188,41.78528915,6009
17029,34,NORTHERLY ISLAND,POINT (-87.60966025475234 41.860560463244894),COMMUNITY GARDEN,OUTDOOR,-87.60966025,41.86056046,6010
17064,371,VALLEY FORGE,POINT (-87.79696425444335 41.784037997873256),SHUFFLEBOARD,SPECIAL,-87.79696425,41.784038,6012
17063,371,VALLEY FORGE,POINT (-87.79686031257233 41.784569983628344),COMMUNITY GARDEN,OUTDOOR,-87.79686031,41.78456998,6011
17065,371,VALLEY FORGE,POINT (-87.7969151563239 41.78404241448289),SHUFFLEBOARD,SPECIAL,-87.79691516,41.78404242,6013
17334,21,WASHINGTON (GEORGE),POINT (-87.61540420880922 41.79388691182386),COMMUNITY GARDEN,OUTDOOR,-87.61540421,41.79388691,6014
17335,21,WASHINGTON (GEORGE),POINT (-87.614831640695 41.79180338122646),SPRAY FEATURE,OUTDOOR,-87.61483164,41.79180338,6015
17336,21,WASHINGTON (GEORGE),POINT (-87.61475842007536 41.79177776646107),GAME TABLES,SPECIAL,-87.61475842,41.79177777,6016
17338,48,KENNEDY (DENNIS),POINT (-87.68246417073925 41.68716768363756),FITNESS COURSE,OUTDOOR,-87.68246417,41.68716768,6017
17339,431,FLOWER (LUCY),POINT (-87.69206328034448 41.91502602245258),SPRAY FEATURE,OUTDOOR,-87.69206328,41.91502602,6018
17340,231,ROSENBLUM (J. LESLIE),POINT (-87.58028242437909 41.75859903353802),SPRAY FEATURE,OUTDOOR,-87.58028242,41.75859903,6019
17350,100,LINCOLN (ABRAHAM),POINT (-87.64436770487896 41.96159371015531),NATURE/BIRD SANCTUARY,SPECIAL,-87.6443677,41.96159371,6027
17351,10,MARQUETTE (JACQUES),POINT (-87.70717218966315 41.76607906803453),NATURE/BIRD SANCTUARY,SPECIAL,-87.70717219,41.76607907,6028
17352,464,QUINN (MARY),POINT (-87.7704989464662 41.99535481681627),NATURE/BIRD SANCTUARY,SPECIAL,-87.77049895,41.99535482,6029
17353,568,PARK NO. 568,POINT (-87.68854124509103 41.98650039342719),NATURE/BIRD SANCTUARY,SPECIAL,-87.68854125,41.98650039,6030
17354,21,WASHINGTON (GEORGE),POINT (-87.6088755046776 41.78953309318619),WETLAND AREA,OUTDOOR,-87.6088755,41.78953309,6031
17355,225,WEST PULLMAN,POINT (-87.63066026431939 41.66998562812601),NATURE/BIRD SANCTUARY,SPECIAL,-87.63066026,41.66998563,6032
17356,27,BURNHAM (DANIEL),POINT (-87.60318196921955 41.83042644243136),NATURE/BIRD SANCTUARY,SPECIAL,-87.60318197,41.83042644,6033
17357,19,JACKSON (ANDREW),POINT (-87.57626502223953 41.77803980023824),NATURE/BIRD SANCTUARY,SPECIAL,-87.57626502,41.7780398,6034
17358,19,JACKSON (ANDREW),POINT (-87.57079475854965 41.78123914552261),NATURE/BIRD SANCTUARY,SPECIAL,-87.57079476,41.78123915,6035
17359,352,REYES (GUADALUPE),POINT (-87.64762205143582 41.85659915098419),GAME TABLES,SPECIAL,-87.64762205,41.85659915,6036
17360,494,WASHINGTON (HAROLD),POINT (-87.58375744635764 41.800053526690824),GAME TABLES,SPECIAL,-87.58375745,41.80005353,6037
17361,451,SUN YAT-SEN,POINT (-87.63454789907001 41.84809486892139),GAME TABLES,SPECIAL,-87.6345479,41.84809487,6038
17362,427,ASHMORE,POINT (-87.74816351611054 41.96870292445608),GAME TABLES,SPECIAL,-87.74816352,41.96870293,6039
17363,1270,JONQUIL,POINT (-87.65468546332262 41.92870264096606),GAME TABLES,SPECIAL,-87.65468546,41.92870264,6040
17654,530,DALEY (RICHARD J.),POINT (-87.68708420318568 41.83678584314496),CASTING PIER,OUTDOOR,-87.6870842,41.83678584,6042
17655,186,RIVER,POINT (-87.70479224646614 41.97374853689874),CASTING PIER,OUTDOOR,-87.70479225,41.97374854,6043
17656,27,BURNHAM (DANIEL),POINT (-87.60426421339929 41.83974097776032),CASTING PIER,OUTDOOR,-87.60426421,41.83974098,6044
17657,100,LINCOLN (ABRAHAM),POINT (-87.64950666505337 41.97268314484182),SPRAY FEATURE,OUTDOOR,-87.64950667,41.97268315,6049
17974,100,LINCOLN (ABRAHAM),POINT (-87.63421178274152 41.91622885655966),HORSESHOE COURT,OUTDOOR,-87.63421178,41.91622886,6050
17975,100,LINCOLN (ABRAHAM),POINT (-87.63418557214023 41.91623766700667),HORSESHOE COURT,OUTDOOR,-87.63418557,41.91623767,6051
17976,100,LINCOLN (ABRAHAM),POINT (-87.63415936272733 41.916246478355234),HORSESHOE COURT,OUTDOOR,-87.63415936,41.91624648,6052
17977,100,LINCOLN (ABRAHAM),POINT (-87.63413322019214 41.916258107252794),HORSESHOE COURT,OUTDOOR,-87.63413322,41.91625811,6053
17978,100,LINCOLN (ABRAHAM),POINT (-87.63410323722005 41.91626696853721),HORSESHOE COURT,OUTDOOR,-87.63410324,41.91626697,6054
17979,100,LINCOLN (ABRAHAM),POINT (-87.63407709465659 41.91627859832208),HORSESHOE COURT,OUTDOOR,-87.63407709,41.9162786,6055
17980,100,LINCOLN (ABRAHAM),POINT (-87.6340395645577 41.91628756128407),HORSESHOE COURT,OUTDOOR,-87.63403956,41.91628756,6056
17981,45,ADA (SAWYER GARRETT),POINT (-87.6558716451107 41.68831538811085),BOXING CENTER,INDOOR,-87.65587165,41.68831539,6057
17982,12,BESSEMER (HENRY),POINT (-87.55653941937753 41.73299044590444),BOXING CENTER,INDOOR,-87.55653942,41.73299045,6058
17983,255,CARVER (GEORGE WASHINGTON),POINT (-87.59966057326345 41.654688611544294),BOXING CENTER,INDOOR,-87.59966057,41.65468861,6059
17984,14,DAVIS (DR. NATHAN) SQUARE,POINT (-87.66722524612446 41.81305320595011),BOXING CENTER,INDOOR,-87.66722525,41.81305321,6060
17985,204,GARFIELD (JAMES),POINT (-87.7161982543042 41.88268565981916),BOXING CENTER,INDOOR,-87.71619825,41.88268566,6061
17986,219,HUMBOLDT (ALEXANDER VON),POINT (-87.70285422125279 41.90710538949014),BOXING CENTER,INDOOR,-87.70285422,41.90710539,6062
17987,147,PORTAGE,POINT (-87.763711532519 41.95528945927482),BOXING CENTER,INDOOR,-87.76371153,41.95528946,6063
17988,108,SEWARD (WILLIAM),POINT (-87.63806942744463 41.90264179220357),BOXING CENTER,INDOOR,-87.63806943,41.90264179,6064
17989,16,TRUMBULL (LYMAN),POINT (-87.5644697003393 41.70583362874718),BOXING CENTER,INDOOR,-87.5644697,41.70583363,6065
17990,61,BROOKS (OSCAR),POINT (-87.80723359301703 42.00983612912015),BOXING CENTER,INDOOR,-87.80723359,42.00983613,6066
18006,517,PARK NO. 517,POINT (-87.65569061355802 41.989920880548404),GARDEN,OUTDOOR,-87.65569061,41.98992088,6067
18296,100,LINCOLN (ABRAHAM),POINT (-87.62031062990827 41.91451780935359),BOAT LAUNCH NON-MOTORIZED,OUTDOOR,-87.62031063,41.91451781,6070
18297,19,JACKSON (ANDREW),POINT (-87.57181184081736 41.78139303677514),BOAT LAUNCH NON-MOTORIZED,OUTDOOR,-87.57181184,41.78139304,6071
18298,1001,RAINBOW BEACH,POINT (-87.54867679994186 41.75877711101659),BOAT LAUNCH NON-MOTORIZED,OUTDOOR,-87.5486768,41.75877711,6072
18299,186,RIVER,POINT (-87.70443690628093 41.97339895465894),BOAT LAUNCH NON-MOTORIZED,OUTDOOR,-87.70443691,41.97339896,6073
18310,428,WARREN (LAURENCE),POINT (-87.68938720662972 42.00469335228072),GAME TABLES,SPECIAL,-87.68938721,42.00469335,6076
18311,425,NOETHLING (GRACE),POINT (-87.65353995982473 41.93040298555344),GAME TABLES,SPECIAL,-87.65353996,41.93040299,6077
18312,402,VOGLE (HENRY JR.),POINT (-87.68174572745502 41.96889502310018),GAME TABLES,SPECIAL,-87.68174573,41.96889502,6078
18313,436,PERIWINKLE,POINT (-87.62793982314716 41.77467307313361),SPRAY FEATURE,OUTDOOR,-87.62793982,41.77467307,6079
18615,186,RIVER,POINT (-87.7056536135933 41.97403235834024),BOAT LAUNCH NON-MOTORIZED,OUTDOOR,-87.70565361,41.97403236,6081
18616,100,LINCOLN (ABRAHAM),POINT (-87.63519637322632 41.96619832929978),BOAT LAUNCH NON-MOTORIZED,OUTDOOR,-87.63519637,41.96619833,6082
18617,100,LINCOLN (ABRAHAM),POINT (-87.6412970063551 41.96827963332954),BOAT LAUNCH NON-MOTORIZED,OUTDOOR,-87.64129701,41.96827963,6083
18934,27,BURNHAM (DANIEL),POINT (-87.60643745084104 41.83780083782034),SPRAY FEATURE,OUTDOOR,-87.60643745,41.83780084,6086
19254,27,BURNHAM (DANIEL),POINT (-87.60657679163006 41.837743614823594),CLIMBING WALL,SPECIAL,-87.60657679,41.83774362,6088
19255,24,GRANT (ULYSSES),POINT (-87.61897427557273 41.88361224271854),CLIMBING WALL,SPECIAL,-87.61897428,41.88361224,6089
19256,24,GRANT (ULYSSES),POINT (-87.61930679472573 41.88371108370132),CLIMBING WALL,SPECIAL,-87.61930679,41.88371108,6090
19257,462,BROADWAY ARMORY,POINT (-87.65975484508311 41.9892772270556),CLIMBING WALL,SPECIAL,-87.65975485,41.98927723,6091
19258,550,CHICAGO WOMEN'S PARK AND GARDENS,POINT (-87.62199516146961 41.85763363083039),CLIMBING WALL,SPECIAL,-87.62199516,41.85763363,6092
20534,260,KELLY (EDWARD),POINT (-87.69268358157893 41.818709996830016),ARTIFICIAL TURF FIELD,OUTDOOR,-87.69268358,41.81871,6099
20535,243,LINDBLOM (ROBERT),POINT (-87.67507540508431 41.78575206500486),ARTIFICIAL TURF FIELD,OUTDOOR,-87.67507541,41.78575207,6097
20536,243,LINDBLOM (ROBERT),POINT (-87.67450265941962 41.78575221125269),TRACK,OUTDOOR,-87.67450266,41.78575221,6098
20854,1224,ADDAMS (JANE) MEML.,POINT (-87.61357639464063 41.8929877800749),GAME TABLES,SPECIAL,-87.61357639,41.89298778,6101
4534,219,HUMBOLDT (ALEXANDER VON),POINT (-87.6973831746494 41.9053802379302),PLAYGROUND,OUTDOOR,-87.69738317,41.90538024,5661
4535,507,COLISEUM,POINT (-87.62627019957218 41.86205945499259),PLAYGROUND,OUTDOOR,-87.6262702,41.86205946,5664
4536,532,"WILLIAMS-DAVIS (HATTIE KAY,IZORA)",POINT (-87.59972282620228 41.82025028771283),PLAYGROUND,OUTDOOR,-87.59972283,41.82025029,5666
4537,110,WELLES (GIDEON),POINT (-87.68752201812947 41.96281323791877),PLAYGROUND,OUTDOOR,-87.68752202,41.96281324,5668
4538,540,PARK NO. 540,POINT (-87.62852808062266 41.84897605244282),PLAYGROUND,OUTDOOR,-87.62852808,41.84897605,5670
4539,19,JACKSON (ANDREW),POINT (-87.57264598794086 41.781404663179295),PLAYGROUND,OUTDOOR,-87.57264599,41.78140466,5671
5494,27,BURNHAM (DANIEL),POINT (-87.61049899837037 41.84872309347714),NATURE/BIRD SANCTUARY,SPECIAL,-87.610499,41.84872309,5672
5495,27,BURNHAM (DANIEL),POINT (-87.59139950584624 41.812105695926),NATURE/BIRD SANCTUARY,SPECIAL,-87.59139951,41.8121057,5674
5814,201,LA FOLLETTE (ROBERT),POINT (-87.75487659317781 41.90436911130697),BASEBALL JR/SOFTBALL,OUTDOOR,-87.75487659,41.90436911,5675
5815,534,PARK NO. 534,POINT (-87.71329230563539 41.86377938216111),TRACK,OUTDOOR,-87.71329231,41.86377938,5676
5816,540,PARK NO. 540,POINT (-87.62948959480906 41.848073031397305),BASEBALL JR/SOFTBALL,OUTDOOR,-87.62948959,41.84807303,5678
5817,19,JACKSON (ANDREW),POINT (-87.58552481467954 41.784251931735675),ARTIFICIAL TURF FIELD,OUTDOOR,-87.58552481,41.78425193,5680
5818,17,MANN (JAMES),POINT (-87.55158398740124 41.65647900539374),SPORT ROLLER COURT,OUTDOOR,-87.55158399,41.65647901,5681
5819,1052,MUNROE,POINT (-87.6860237312723 41.70111498534612),BASEBALL JR/SOFTBALL,OUTDOOR,-87.68602373,41.70111499,5682
5820,132,GREENBAUM (HENRY),POINT (-87.7342999431191 41.91270857276001),ARTIFICIAL TURF FIELD,OUTDOOR,-87.73429994,41.91270857,5683
5821,132,GREENBAUM (HENRY),POINT (-87.73458582587304 41.912207779069114),BASEBALL SR,OUTDOOR,-87.73458583,41.91220778,5685
5822,1258,JUNEWAY TERR. BEACH,POINT (-87.66522105245443 42.022444832333086),BEACH,OUTDOOR,-87.66522105,42.02244483,5684
6454,1113,JEFFERSON (THOMAS),POINT (-87.64214140501406 41.85905671007587),SPRAY FEATURE,OUTDOOR,-87.64214141,41.85905671,5710
5824,1261,PRINZ (TOBEY) BEACH,POINT (-87.6574860511917 42.005891766861986),BEACH,OUTDOOR,-87.65748605,42.00589177,5686
